,users,followingRatio,order,freq,catchingUpRatio,pcaInput,_1,_2,features,probability,prediction
84,b3ed71c3-f69d-be41-8e55-61063ba5,1.0,1.0,0.25,0.75,"[1.0,1.0,0.25,0.75]",-1.0831693215502882,0.9884371713686317,"[-1.0831693215502882,0.9884371713686317]","[0.0048114184022814786,3.834048044342575e-16,0.99335155047682,0.001837031120898238]",2
85,b51ab28b-c73d-4a8a-b819-1193d14b,0.14285714285714285,0.9,0.5454545454545454,0.2727272727272727,"[0.14285714285714285,0.9,0.5454545454545454,0.2727272727272727]",-0.07435387775830114,0.8741528873764172,"[-0.07435387775830114,0.8741528873764172]","[1.3214304559766244e-15,1.3214304559766244e-15,1.3214304559766244e-15,0.999999999999996]",3
86,bc59fb83-de20-c8dc-0046-06b5a884,1.0,1.0,0.16666666666666666,0.8333333333333334,"[1.0,1.0,0.16666666666666666,0.8333333333333334]",-1.1598616823321688,0.9917056273874438,"[-1.1598616823321688,0.9917056273874438]","[0.0005050507994073371,1.0369288482514814e-16,0.999357285248933,0.00013766395165966947]",2
87,be7e4626-8ea8-e4e7-bd98-df4d6b7e,0.33333333333333337,0.75,0.4,0.4,"[0.33333333333333337,0.75,0.4,0.4]",-0.33982039032793204,0.7309286106091359,"[-0.33982039032793204,0.7309286106091359]","[1.275104857779897e-16,1.275104857779897e-16,1.275104857779897e-16,0.9999999999999997]",3
88,c0f2c451-9f22-3dc5-b0ab-d6747910,1.0,1.0,0.1,0.9,"[1.0,1.0,0.1,0.9]",-1.2212155709576733,0.9943203922024936,"[-1.2212155709576733,0.9943203922024936]","[0.00028856476019245206,1.395323800058034e-16,0.9996513242105344,6.0111029272998265e-05]",2
89,c1b850ff-362a-890f-0c23-014773bb,0.5,1.0,0.16666666666666666,0.8333333333333334,"[0.5,1.0,0.16666666666666666,0.8333333333333334]",-0.7919435706241564,0.9895337561806206,"[-0.7919435706241564,0.9895337561806206]","[0.9820416582491631,1.2242098664401723e-16,7.692226698034274e-11,0.017958341673914455]",0
90,c3385c79-a01d-377d-9eac-6cf460e9,0.5,1.0,0.125,0.125,"[0.5,1.0,0.125,0.125]",-0.38617956727977354,0.9949901701452398,"[-0.38617956727977354,0.9949901701452398]","[0.9831411684689656,2.887485872724503e-17,2.887485872724503e-17,0.016858831531034426]",0
91,c9f74898-df82-973e-76ca-08186d7c,1.0,1.0,0.16666666666666666,0.8333333333333334,"[1.0,1.0,0.16666666666666666,0.8333333333333334]",-1.1598616823321688,0.9917056273874438,"[-1.1598616823321688,0.9917056273874438]","[0.0005050507994073371,1.0369288482514814e-16,0.999357285248933,0.00013766395165966947]",2
92,cc1e5f29-a1bd-4a13-5c8d-dbcaa11b,0.5,1.0,0.16666666666666666,0.6666666666666666,"[0.5,1.0,0.16666666666666666,0.6666666666666666]",-0.6932524186829736,0.9903831308373345,"[-0.6932524186829736,0.9903831308373345]","[0.9899934973574712,3.3866710027255523e-17,5.887120994407437e-17,0.01000650264252875]",0
93,ce280b9f-f7cf-eef4-dd34-fdc44bfe,0.5,0.6666666666666666,0.25,0.25,"[0.5,0.6666666666666666,0.25,0.25]",-0.4240899977411246,0.6558150758147153,"[-0.4240899977411246,0.6558150758147153]","[1.1158060290106502e-16,1.1158060290106502e-16,1.1158060290106502e-16,0.9999999999999997]",3
94,ce4913ec-b21e-60b6-d455-4bc5b2b4,0.3333333333333333,0.6666666666666666,0.75,0.25,"[0.3333333333333333,0.6666666666666666,0.75,0.25]",-0.13736991830405254,0.6329322586627595,"[-0.13736991830405254,0.6329322586627595]","[6.441291886672024e-17,0.7353523413587504,6.441291886672024e-17,0.2646476586412496]",1
95,cf23b843-3219-15e7-f878-361bbfeb,1.0,0.8,0.16666666666666666,0.8333333333333334,"[1.0,0.8,0.16666666666666666,0.8333333333333334]",-1.1628090285656074,0.7919066183971027,"[-1.1628090285656074,0.7919066183971027]","[7.474276898556363e-17,7.474276898556363e-17,0.9993913952381746,0.0006086047618252454]",2
96,d2a78c5a-c501-ea53-1bcf-2fedb47d,0.14285714285714288,0.5,0.4444444444444444,0.1111111111111111,"[0.14285714285714288,0.5,0.4444444444444444,0.1111111111111111]",-0.01769567720498748,0.4798550428169958,"[-0.01769567720498748,0.4798550428169958]","[1.2084592666989041e-15,1.2084592666989041e-15,1.2084592666989041e-15,0.9999999999999963]",3
97,d41a406c-81b7-dca2-962a-a408e155,1.0,1.0,0.25,0.75,"[1.0,1.0,0.25,0.75]",-1.0831693215502882,0.9884371713686317,"[-1.0831693215502882,0.9884371713686317]","[0.0048114184022814786,3.834048044342575e-16,0.99335155047682,0.001837031120898238]",2
98,d6458839-e410-c16f-44d7-7aad9b6b,1.0,1.0,0.09090909090909093,0.9090909090909091,"[1.0,1.0,0.09090909090909093,0.9090909090909091]",-1.2295820103156965,0.9946769510409094,"[-1.2295820103156965,0.9946769510409094]","[0.0002913439738111052,1.594197999778013e-16,0.9996501481074963,5.850791869244291e-05]",2
99,d80b6775-ae61-8dae-98ce-99412037,1.0,1.0,0.25,0.75,"[1.0,1.0,0.25,0.75]",-1.0831693215502882,0.9884371713686317,"[-1.0831693215502882,0.9884371713686317]","[0.0048114184022814786,3.834048044342575e-16,0.99335155047682,0.001837031120898238]",2
100,d89aba44-424b-9d5d-5dd4-f1fbabf1,1.0,1.0,0.09090909090909093,0.8181818181818182,"[1.0,1.0,0.09090909090909093,0.8181818181818182]",-1.1757504728932333,0.995140246308208,"[-1.1757504728932333,0.995140246308208]","[0.001015118284836364,1.0044747293154994e-16,0.9988883448248468,9.653689031659845e-05]",2
101,d964c832-c32d-77ff-672a-1cf12f7e,1.0,0.875,0.1111111111111111,0.8888888888888888,"[1.0,0.875,0.1111111111111111,0.8888888888888888]",-1.2128320142493214,0.8690102174476888,"[-1.2128320142493214,0.8690102174476888]","[1.0629376998904421e-16,1.0629376998904421e-16,0.9997817233786008,0.00021827662139888926]",2
102,daf25c41-8b84-6414-7646-b7df2abd,1.0,1.0,0.125,0.875,"[1.0,1.0,0.125,0.875]",-1.198207862723109,0.9933398553968499,"[-1.198207862723109,0.9933398553968499]","[0.0003125892602863637,1.0849249105452724e-16,0.9996153924578008,7.201828191259308e-05]",2
103,dd30c478-d26e-3f37-f395-b912bead,1.0,1.0,0.0,0.8888888888888888,"[1.0,1.0,0.0,0.8888888888888888]",-1.247452302601808,0.9988087891962107,"[-1.247452302601808,0.9988087891962107]","[0.0009517149513643043,2.293215196312389e-16,0.9989916808485141,5.660420012139084e-05]",2
104,e3485d79-4f92-1fff-4e64-56943e9b,0.25,0.7777777777777778,0.4,0.6,"[0.25,0.7777777777777778,0.4,0.6]",-0.39652073372914964,0.7572972448463783,"[-0.39652073372914964,0.7572972448463783]","[1.3470858887076118e-16,1.3470858887076118e-16,1.3470858887076118e-16,0.9999999999999996]",3
105,e88cc767-fc0d-54d4-243a-4479ebf9,0.5,1.0,0.14285714285714285,0.2857142857142857,"[0.5,1.0,0.14285714285714285,0.2857142857142857]",-0.47548600990635226,0.9933797424375864,"[-0.47548600990635226,0.9933797424375864]","[0.9907647131585728,1.5267420522306724e-17,1.5267420522306724e-17,0.009235286841427178]",0
106,e9822752-a8af-cf42-1ddc-d2518ca8,0.3333333333333333,0.75,0.2222222222222222,0.5555555555555556,"[0.3333333333333333,0.75,0.2222222222222222,0.5555555555555556]",-0.4902719397371195,0.7380145667368303,"[-0.4902719397371195,0.7380145667368303]","[1.35638498095088e-16,1.35638498095088e-16,1.3563849809508804e-16,0.9999999999999996]",3
107,eb9864df-c827-4027-9de4-5829eee9,0.25,0.4,0.2727272727272727,0.6363636363636364,"[0.25,0.4,0.2727272727272727,0.6363636363636364]",-0.46538655687106345,0.38535423575863237,"[-0.46538655687106345,0.38535423575863237]","[9.268599781058423e-16,0.03377144087918749,9.268599781058423e-16,0.9662285591208107]",3
108,eba3b0ea-3aeb-a6e3-8df6-742db8a0,0.5,1.0,0.14285714285714285,0.42857142857142855,"[0.5,1.0,0.14285714285714285,0.42857142857142855]",-0.5600784258559377,0.9926517070175458,"[-0.5600784258559377,0.9926517070175458]","[0.992401204695683,1.463523115395695e-17,1.4635231154721285e-17,0.007598795304316885]",0
109,edcaf7c0-7593-61d2-f4e9-689b8340,0.5,0.6,0.3333333333333333,0.6666666666666666,"[0.5,0.6,0.3333333333333333,0.6666666666666666]",-0.6444535415272723,0.5833988261623141,"[-0.6444535415272723,0.5833988261623141]","[2.88994493396521e-16,2.88994493396521e-16,2.908378117220511e-16,0.9999999999999991]",3
110,ef70bde5-8a4d-68a0-4f26-e5253d2c,1.0,0.6666666666666666,0.25,0.75,"[1.0,0.6666666666666666,0.25,0.75]",-1.0880815652726858,0.6554388230513964,"[-1.0880815652726858,0.6554388230513964]","[1.7812001095244652e-16,1.7812001095244652e-16,0.9942525220653301,0.005747477934669455]",2
111,f2a9ccb0-9831-6d2a-6254-8f0366c9,0.5,1.0,0.16666666666666666,0.16666666666666666,"[0.5,1.0,0.16666666666666666,0.16666666666666666]",-0.3971789628594247,0.9929312548074767,"[-0.3971789628594247,0.9929312548074767]","[0.9884097428518352,1.8966902419972255e-17,1.8966902419972255e-17,0.011590257148164692]",0
112,f4bf52fc-cffa-0f52-f4f9-2eff92fc,1.0,0.0,0.25,0.75,"[1.0,0.0,0.25,0.75]",-1.0979060527174807,-0.010557873583073963,"[-1.0979060527174807,-0.010557873583073963]","[1.5166266243903024e-15,1.5166266243903024e-15,0.9999999162355327,8.376446432359729e-08]",2
113,f6956137-aec3-29d6-ad64-d870e209,0.19999999999999998,1.0,0.42857142857142855,0.2857142857142857,"[0.19999999999999998,1.0,0.42857142857142855,0.2857142857142857]",-0.16097473781426797,0.9794144139517699,"[-0.16097473781426797,0.9794144139517699]","[0.9932770918565602,2.0736822451940354e-17,2.0736822451940354e-17,0.006722908143439753]",0
114,f6c2c059-c90e-1566-cc25-b0823249,1.0,1.0,0.1,0.9,"[1.0,1.0,0.1,0.9]",-1.2212155709576733,0.9943203922024936,"[-1.2212155709576733,0.9943203922024936]","[0.00028856476019245206,1.395323800058034e-16,0.9996513242105344,6.0111029272998265e-05]",2
115,f83fd099-8c89-2894-3a91-bb38be88,0.3333333333333333,1.0,0.375,0.625,"[0.3333333333333333,1.0,0.375,0.625]",-0.47757329810011767,0.9806386590646493,"[-0.47757329810011767,0.9806386590646493]","[0.9860235701951456,1.8855095665744473e-17,1.8855095665744473e-17,0.013976429804854357]",0
116,fcb83a6e-9298-b96c-29e5-c217b27f,0.3333333333333333,0.8333333333333334,0.14285714285714285,0.14285714285714285,"[0.3333333333333333,0.8333333333333334,0.14285714285714285,0.14285714285714285]",-0.2707103452486282,0.8268846466300683,"[-0.2707103452486282,0.8268846466300683]","[2.6642788611927126e-16,2.6642788611927126e-16,2.6642788611927126e-16,0.9999999999999992]",3
117,ff3d026c-5e45-1835-2b58-e6308d38,1.0,0.6666666666666666,0.25,0.75,"[1.0,0.6666666666666666,0.25,0.75]",-1.0880815652726858,0.6554388230513964,"[-1.0880815652726858,0.6554388230513964]","[1.7812001095244652e-16,1.7812001095244652e-16,0.9942525220653301,0.005747477934669455]",2
118,ff549000-a9c8-4964-1ece-6923a32e,0.33333333333333337,1.0,0.6,0.4,"[0.33333333333333337,1.0,0.6,0.4]",-0.2705039239890401,0.9718138278138566,"[-0.2705039239890401,0.9718138278138566]","[0.9817373809983407,2.850375478154014e-17,2.850375478154014e-17,0.018262619001659278]",0
