,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,features,prediction
61,3e713aeb-dcb2-d6a8-962f-635df3e8,0.0,5.0,0.0,1.0,1.0,0.0,0.8,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.8])",0.7957663965916639,0.619232528950409,"[0.7957663965916639,0.619232528950409]",2
62,3fc2e2fe-697a-3255-1a17-4204819d,0.5,8.0,0.5,0.0,0.5,0.5,0.375,0.25,0.25,"[0.5,0.5,0.0,0.5,0.5,0.375,0.25,0.25]",-0.10349834822274842,-0.40006015984688065,"[-0.10349834822274842,-0.40006015984688065]",3
63,404bc704-6703-c3c0-815e-55c756c5,0.875,8.0,0.0,0.125,0.0,1.0,0.625,0.125,0.125,"[0.875,0.0,0.125,0.0,1.0,0.625,0.125,0.125]",-0.9558942861629369,-0.0061711395509291885,"[-0.9558942861629369,-0.0061711395509291885]",0
64,4196e8ee-e405-a1e1-4a7f-7d9149a5,0.25,4.0,0.75,0.0,1.0,0.0,0.5,0.25,0.0,"[0.25,0.75,0.0,1.0,0.0,0.5,0.25,0.0]",0.6373316120737842,-0.6088731266914937,"[0.6373316120737842,-0.6088731266914937]",4
65,42779e7e-90bc-7eac-5aa8-a9874f90,0.36363636363636365,11.0,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.9090909090909091,0.0,0.0,"[0.36363636363636365,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.9090909090909091,0.0,0.0]",-0.19672091752571255,0.018440793435890487,"[-0.19672091752571255,0.018440793435890487]",1
66,440d90ef-c7d7-0530-608e-8c0fc440,0.7142857142857143,7.0,0.2857142857142857,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,"(8,[0,1,4,5],[0.7142857142857143,0.2857142857142857,1.0,0.8571428571428571])",-0.8566144856621003,-0.2608099663832123,"[-0.8566144856621003,-0.2608099663832123]",0
67,459f5319-edaf-cd53-126d-fdfb12a5,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.75])",-1.0440365784742387,-0.14093905567449028,"[-1.0440365784742387,-0.14093905567449028]",0
68,45d78fe4-7d30-3b18-371e-57bb06c7,0.1111111111111111,9.0,0.8888888888888888,0.0,1.0,0.0,0.7777777777777778,0.1111111111111111,0.0,"[0.1111111111111111,0.8888888888888888,0.0,1.0,0.0,0.7777777777777778,0.1111111111111111,0.0]",0.7291352323294229,-0.6878048226179826,"[0.7291352323294229,-0.6878048226179826]",4
69,4641102c-f3d3-3878-6d00-1c49a28c,0.2727272727272727,11.0,0.09090909090909091,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.2727272727272727,"[0.2727272727272727,0.09090909090909091,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.2727272727272727]",0.20371599710323077,0.3483931789686497,"[0.20371599710323077,0.3483931789686497]",2
70,4a97a9b2-74fe-c9f3-625f-0176bddf,0.3333333333333333,6.0,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,"[0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666]",-0.6017189896017247,0.5433896945492415,"[-0.6017189896017247,0.5433896945492415]",1
71,4b21d918-4ac0-0787-3094-37c9432c,0.45454545454545453,11.0,0.5454545454545454,0.0,0.9090909090909091,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,"[0.45454545454545453,0.5454545454545454,0.0,0.9090909090909091,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365]",0.4228541694320483,-0.5001508945145092,"[0.4228541694320483,-0.5001508945145092]",3
